#Classification	SRR061192.report.rspm.kraken	SRR061294.report.rspm.kraken	SRR061320.report.rspm.kraken	SRR061365.report.rspm.kraken	SRR061562.report.rspm.kraken	SRR062083.report.rspm.kraken	SRR062298.report.rspm.kraken	SRR062299.report.rspm.kraken	SRR063517.report.rspm.kraken	SRR1804664.report.rspm.kraken	SRR1804823.report.rspm.kraken	SRR512767.report.rspm.kraken	SRR513165.report.rspm.kraken	SRR513768.report.rspm.kraken	SRR513775.report.rspm.kraken	SRR513828.report.rspm.kraken	SRR514202.report.rspm.kraken	SRR514239.report.rspm.kraken	SRR514306.report.rspm.kraken	SRR514329.report.rspm.kraken
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|s__alpha_proteobacterium_HIMB114	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|s__Pelagibacteraceae_bacterium_ETNP-OMZ-SAG-A10	0	0	0	1	0	0	0	0	0	0	0	0	3	2	2	0	0	0	1	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|s__alpha_proteobacterium_HIMB5	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|s__Pelagibacteraceae_bacterium_ETNP-OMZ-SAG-E4	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	2	1	7	1	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Candidatus_Pelagibacter	21	54	20	15	48	3	42	72	7	15	22	12	95	84	35	28	201	117	60	29
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Candidatus_Pelagibacter|s__Candidatus_Pelagibacter_sp._RS40	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Candidatus_Pelagibacter|s__Candidatus_Pelagibacter_sp._HIMB1321	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Candidatus_Pelagibacter|s__Candidatus_Pelagibacter_sp._RS39	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Candidatus_Pelagibacter|s__Candidatus_Pelagibacter_sp._HTCC7211	0	0	0	1	4	0	0	3	0	1	0	0	0	0	0	0	0	8	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Candidatus_Pelagibacter|s__Candidatus_Pelagibacter_sp._IMCC9063	0	2	0	0	2	0	2	0	0	0	0	0	5	0	0	8	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Candidatus_Pelagibacter|s__Candidatus_Pelagibacter_ubique	16	44	17	14	37	3	32	64	7	12	22	11	78	76	30	16	196	94	40	27
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|g__Candidatus_Phycosocius	1	0	0	0	0	0	0	0	0	2	0	0	0	1	3	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|g__Candidatus_Phycosocius|s__Candidatus_Phycosocius_bacilliformis	1	0	0	0	0	0	0	0	0	2	0	0	0	1	3	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|g__Polymorphum	3	1	1	5	3	7	0	0	0	3	0	2	2	4	2	5	1	3	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|g__Polymorphum|s__Polymorphum_gilvum	3	1	1	5	3	7	0	0	0	3	0	2	2	4	2	5	1	3	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|s__alpha_proteobacterium_BAL199	1	0	2	3	8	1	1	1	0	0	0	1	0	0	0	0	0	1	2	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|s__Alphaproteobacteria_bacterium	1	0	1	4	1	2	0	0	58	1	0	3	0	0	0	0	0	0	0	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|s__Alphaproteobacteria_bacterium_SYSU_XM001	1	0	1	1	1	0	0	0	2	0	0	3	1	1	1	3	1	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|g__Thermopetrobacter	4	0	1	2	0	1	1	0	0	1	0	13	1	0	1	1	1	0	0	2
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|g__Thermopetrobacter|s__Thermopetrobacter_sp._TC1	4	0	1	2	0	1	1	0	0	1	0	13	1	0	1	1	1	0	0	2
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|g__Phreatobacter	5	2	13	10	9	23	13	0	4	15	3	15	8	6	19	5	0	3	4	7
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|g__Phreatobacter|s__Phreatobacter_oligotrophus	0	1	4	2	1	19	1	0	2	1	1	0	0	2	0	2	0	1	1	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|g__Phreatobacter|s__Phreatobacter_stygius	2	1	3	3	6	2	8	0	1	12	2	13	4	2	18	1	0	1	0	5
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|g__Phreatobacter|s__Phreatobacter_cathodiphilus	3	0	6	5	2	2	4	0	1	2	0	2	4	2	1	2	0	1	3	2
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|g__Candidatus_Puniceispirillum	8	0	0	0	0	0	0	1	1	0	1	0	1	0	2	0	0	10	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|g__Candidatus_Puniceispirillum|s__Candidatus_Puniceispirillum_marinum	8	0	0	0	0	0	0	1	1	0	1	0	1	0	2	0	0	10	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	52	60	40	61	95	61	103	14	18	29	30	49	43	77	32	40	20	55	132	73
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|s__Rickettsiales_endosymbiont_of_Peranema_trichophorum	0	0	1	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|s__Rickettsiales_endosymbiont_of_Stachyamoeba_lipophora	0	0	1	1	6	3	9	1	1	0	0	0	2	0	0	0	8	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|s__Rickettsiales_bacterium_Ac37b	0	0	2	0	0	0	2	1	0	0	0	0	0	1	1	0	0	2	1	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Candidatus_Midichloriaceae	0	1	2	0	0	0	1	1	0	1	0	3	1	1	0	0	0	0	0	5
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Candidatus_Midichloriaceae|g__Candidatus_Midichloria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Candidatus_Midichloriaceae|g__Candidatus_Midichloria|s__Candidatus_Midichloria_mitochondrii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Candidatus_Midichloriaceae|g__Candidatus_Jidaibacter	0	0	2	0	0	0	1	1	0	0	0	3	0	1	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Candidatus_Midichloriaceae|g__Candidatus_Jidaibacter|s__Candidatus_Jidaibacter_acanthamoeba	0	0	2	0	0	0	1	1	0	0	0	3	0	1	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Candidatus_Midichloriaceae|g__Candidatus_Fokinia	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Candidatus_Midichloriaceae|g__Candidatus_Fokinia|s__Candidatus_Fokinia_solitaria	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae	21	26	23	42	28	33	63	5	3	16	14	12	28	68	23	26	11	38	80	36
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Occidentia	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Occidentia|s__Occidentia_massiliensis	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Candidatus_Phycorickettsia	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Candidatus_Phycorickettsia|s__Candidatus_Phycorickettsia_trachydisci	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Orientia	1	3	1	2	0	0	43	1	0	1	0	2	1	3	13	7	8	4	1	6
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Orientia|s__Orientia_tsutsugamushi	0	0	0	1	0	0	1	0	0	0	0	2	0	1	0	6	0	0	1	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Orientia|s__Orientia_chuto	1	3	1	1	0	0	42	1	0	1	0	0	1	2	13	1	8	4	0	5
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia	20	23	21	40	26	29	20	4	3	15	13	10	27	65	10	19	3	31	78	30
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_asembonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_africae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_massiliae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_raoultii	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	3	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_hoogstraalii	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_buchneri	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_parkeri	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	10	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_argasii	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	2	0	2	1	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Candidatus_Rickettsia_colombianensi	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_rhipicephali	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_typhi	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_endosymbiont_of_Ixodes_scapularis	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_australis	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_montanensis	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_akari	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_tamurae	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_prowazekii	0	0	2	0	4	0	0	0	0	1	0	0	5	2	0	0	0	0	0	2
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_sp._Tenjiku01	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_felis	0	0	14	1	0	4	5	0	3	7	4	1	2	2	0	8	0	0	15	11
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_japonica	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_canadensis	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_slovaca	1	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_honei	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_bellii	2	16	0	0	0	1	5	2	0	0	0	7	2	0	0	2	2	12	9	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_endosymbiont_of_Culicoides_newsteadi	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	8	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae	31	33	11	17	60	25	28	6	13	11	16	33	12	7	8	14	1	15	51	32
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Neorickettsia	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Neorickettsia|s__Neorickettsia_helminthoeca	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Neorickettsia|s__Neorickettsia_sp._179522	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Candidatus_Neoehrlichia	0	0	0	0	6	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Candidatus_Neoehrlichia|s__Candidatus_Neoehrlichia_lotoris	0	0	0	0	6	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Wolbachia	0	14	3	2	38	0	13	5	0	7	4	7	8	1	0	6	1	4	23	5
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Wolbachia|s__Wolbachia_endosymbiont_of_Brugia_malayi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Wolbachia|s__Wolbachia_endosymbiont_of_Laodelphax_striatellus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Wolbachia|s__Wolbachia_endosymbiont_of_Trichogramma_pretiosum	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Wolbachia|s__Wolbachia_endosymbiont_of_Wuchereria_bancrofti	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Wolbachia|s__Wolbachia_endosymbiont_of_Leptopilina_clavipes	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Wolbachia|s__Wolbachia_endosymbiont_of_Cylisticus_convexus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Wolbachia|s__Wolbachia_endosymbiont_of_Cimex_lectularius	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	6	0	0	1	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Wolbachia|s__Wolbachia_endosymbiont_of_Nilaparvata_lugens	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Wolbachia|s__Wolbachia_endosymbiont_of_Onchocerca_ochengi	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Wolbachia|s__Wolbachia_pipientis	0	0	0	2	3	0	5	1	0	1	0	0	2	0	0	0	0	1	1	3
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Wolbachia|s__Wolbachia_endosymbiont_of_Folsomia_candida	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	5	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Wolbachia|s__Wolbachia_endosymbiont_of_Onchocerca_volvulus	0	8	2	0	0	0	1	0	0	0	2	5	0	0	0	0	0	0	10	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Anaplasma	1	1	4	13	1	22	0	0	11	1	4	21	0	6	0	3	0	3	28	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Anaplasma|s__Anaplasma_centrale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Anaplasma|s__Anaplasma_marginale	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Anaplasma|s__Anaplasma_phagocytophilum	0	1	0	10	1	20	0	0	7	0	4	1	0	6	0	2	0	3	0	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Anaplasma|s__Anaplasma_ovis	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Ehrlichia	30	18	4	2	14	3	12	0	2	3	8	5	3	0	8	5	0	7	0	26
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Ehrlichia|s__Ehrlichia_canis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Ehrlichia|s__Ehrlichia_minasensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Ehrlichia|s__Ehrlichia_muris	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Ehrlichia|s__Ehrlichia_sp._HF	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Ehrlichia|s__Ehrlichia_chaffeensis	0	15	2	0	14	0	0	0	0	0	0	3	0	0	0	3	0	1	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Ehrlichia|s__Ehrlichia_ruminantium	27	0	1	1	0	3	11	0	2	1	8	0	2	0	4	1	0	5	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	148	120	246	366	224	327	91	44	236	503	202	592	100	198	222	1738	45	88	359	171
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae	148	120	246	366	224	327	91	44	236	503	202	592	100	198	222	1738	45	88	359	171
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Aquidulcibacter	0	1	0	0	1	0	0	0	0	3	0	0	1	1	0	0	10	1	5	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Aquidulcibacter|s__Aquidulcibacter_paucihalophilus	0	1	0	0	1	0	0	0	0	3	0	0	1	1	0	0	10	1	5	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|s__Caulobacteraceae_bacterium_PMMR1	1	0	12	2	2	1	3	1	1	12	12	0	0	0	2	20	0	0	1	2
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|s__Caulobacteraceae_bacterium_OTSz_A_272	1	0	1	5	0	0	1	0	0	0	1	4	0	1	3	2	0	1	1	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Woodsholea	10	2	1	3	1	0	1	1	2	1	6	16	0	0	8	5	1	3	19	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Woodsholea|s__Woodsholea_maritima	10	2	1	3	1	0	1	1	2	1	6	16	0	0	8	5	1	3	19	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Phenylobacterium	16	5	36	39	36	51	8	7	49	48	7	14	6	22	17	223	6	7	27	19
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Phenylobacterium|s__Phenylobacterium_immobile	0	0	0	5	5	1	0	1	6	8	0	0	0	10	5	5	1	0	3	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Phenylobacterium|s__Phenylobacterium_sp._CCH9-H3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Phenylobacterium|s__Phenylobacterium_kunshanense	0	0	3	3	12	5	2	0	4	14	0	1	2	1	0	21	0	1	1	2
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Phenylobacterium|s__Phenylobacterium_sp._HYN0004	0	0	2	1	0	2	0	0	3	1	1	1	0	1	0	21	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Phenylobacterium|s__Phenylobacterium_deserti	0	1	2	4	2	3	2	1	14	0	1	0	0	4	3	14	1	1	1	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Phenylobacterium|s__Phenylobacterium_zucineum	1	2	2	4	3	4	1	3	1	0	2	1	2	2	1	15	0	2	1	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Phenylobacterium|s__Phenylobacterium_hankyongense	5	1	5	7	4	4	0	0	8	16	1	3	0	3	1	25	0	0	16	5
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Phenylobacterium|s__Phenylobacterium_sp._Root700	1	0	1	1	0	2	2	0	2	3	0	1	0	0	1	30	0	1	0	0
