#Classification	SRR061192.report.rs.kraken	SRR061294.report.rs.kraken	SRR061320.report.rs.kraken	SRR061365.report.rs.kraken	SRR061562.report.rs.kraken	SRR062083.report.rs.kraken	SRR062298.report.rs.kraken	SRR062299.report.rs.kraken	SRR063517.report.rs.kraken	SRR1804664.report.rs.kraken	SRR1804823.report.rs.kraken	SRR512767.report.rs.kraken	SRR513165.report.rs.kraken	SRR513768.report.rs.kraken	SRR513775.report.rs.kraken	SRR513828.report.rs.kraken	SRR514202.report.rs.kraken	SRR514239.report.rs.kraken	SRR514306.report.rs.kraken	SRR514329.report.rs.kraken
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_seriniphilus	0	0	0	2	3	4	0	0	0	5	1	0	0	2	0	0	0	1	4	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_zeaxanthinifaciens	0	0	0	5	17	1	0	0	2	2	0	0	0	1	1	0	0	1	0	14
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_sp._S4493	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_sp._J56	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	6	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_isoporae	0	0	1	1	0	1	0	0	0	23	1	3	1	0	2	0	0	0	1	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_sphaerophysae	0	0	1	3	0	5	0	0	0	2	0	1	0	0	0	2	0	1	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_indicus	0	0	1	4	3	0	0	0	0	7	1	0	0	2	4	0	0	0	9	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_saliphilus	0	0	3	6	2	3	1	1	6	3	0	3	4	3	1	2	0	0	1	3
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_versutus	0	0	5	5	2	0	0	0	0	13	5	0	0	1	2	1	0	0	1	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_sp._MKU1	0	0	1	1	2	1	0	0	1	1	0	0	0	0	0	5	2	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_sp._JC_501	0	0	1	1	3	10	0	0	4	0	1	13	0	1	6	1	2	3	5	5
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_sp._M1-83	0	0	2	5	1	18	0	1	0	2	0	2	1	0	3	4	0	0	2	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_sp._4-2	0	0	3	1	2	39	1	0	0	2	0	0	0	1	4	2	0	2	8	5
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_sp._SC2-6	0	0	6	3	1	7	2	1	2	8	0	4	0	0	2	2	0	0	8	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_tibetensis	0	1	2	8	3	0	0	0	1	1	1	5	0	0	2	1	1	1	7	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_contaminans	0	1	1	1	1	2	0	0	1	1	0	0	1	0	0	0	0	1	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_salipaludis	0	1	0	2	2	3	3	0	1	10	0	2	0	0	0	2	1	0	9	8
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_endophyticus	0	1	12	41	13	5	2	0	2	3	1	31	4	13	15	7	0	2	5	26
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_chinensis	0	2	0	2	2	3	3	0	4	1	1	10	5	0	0	10	0	7	1	3
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_sp._FO-3	0	1	2	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_denitrificans	1	0	1	5	2	4	0	1	1	17	0	0	0	0	1	0	0	0	68	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_aminophilus	1	0	6	3	11	5	2	0	1	0	1	4	5	2	1	0	1	0	2	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_thiocyanatus	1	0	3	7	1	5	1	0	1	47	0	1	0	2	2	0	2	2	1	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_yeei	1	2	1	1	2	3	2	0	5	0	0	7	0	5	1	2	1	1	1	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_marinus	1	0	1	3	3	3	0	0	1	0	0	0	0	0	0	2	0	0	10	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_homiensis	1	6	0	9	3	20	4	0	4	21	0	4	2	37	7	3	0	1	18	25
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_laeviglucosivorans	1	0	6	9	2	5	0	0	1	13	1	11	3	2	1	3	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_sediminis	1	0	3	3	3	3	1	0	3	13	0	70	2	2	9	3	0	5	2	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_lutimaris	1	1	0	2	0	2	0	0	0	0	1	1	0	1	0	0	0	0	1	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_gahaiensis	1	2	1	1	0	2	0	0	2	1	1	15	1	3	0	1	0	0	3	3
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_alcaliphilus	2	0	8	14	1	2	0	0	2	11	1	5	2	6	0	2	1	2	9	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_aestuarii	2	1	1	3	1	3	0	1	1	0	0	0	0	0	0	1	0	2	0	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_siganidrum	2	2	3	3	2	1	2	0	0	2	2	0	1	4	3	3	0	1	0	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_hibiscisoli	2	0	0	1	0	2	1	0	2	11	13	1	1	1	1	1	0	0	11	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_zhejiangensis	3	0	9	3	1	10	0	0	1	1	0	351	1	1	0	6	0	6	1	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_alkenifer	4	1	15	8	1	2	0	0	3	1	1	0	3	13	2	0	1	0	4	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_jeotgali	5	0	0	1	1	1	1	0	15	5	1	12	0	18	0	1	0	0	9	2
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_pantotrophus	6	1	7	8	3	2	0	0	0	17	2	1	0	0	0	0	0	1	2	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_sanguinis	6	8	5	17	11	14	0	7	4	34	1	6	3	9	6	0	3	1	54	4
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_halophilus	8	2	24	3	1	35	0	0	2	0	3	0	3	0	1	3	0	1	0	13
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_sulfuroxidans	11	0	16	5	5	14	0	0	1	3	2	2	0	9	1	0	10	1	15	3
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_sediminilitoris	14	9	15	7	1	8	4	0	8	113	0	65	7	19	13	10	0	11	40	2
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_aminovorans	25	2	19	32	1	3	1	0	2	9	0	1	0	13	1	0	0	1	6	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_sp._N5	1	2	3	2	0	3	2	0	0	1	1	37	0	0	2	0	1	3	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_sp._SM22M-07	1	0	3	3	0	1	0	0	4	2	0	0	0	2	0	0	0	0	7	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_sp._BM15	1	1	0	3	2	38	5	0	5	1	5	2	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_sp._PAMC_22219	1	2	1	3	0	1	0	0	1	0	0	1	0	0	2	1	0	0	1	5
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_sp._JM45	1	0	1	0	1	0	0	1	5	0	0	0	0	1	1	1	0	0	0	2
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_sp._I-41R45	1	0	3	3	3	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_sp._GY0581	1	1	0	4	1	0	1	0	1	1	1	1	0	0	3	3	0	1	0	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_sp._2251	1	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	1	0	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_sp._TRP	2	0	0	0	0	1	0	0	3	1	1	0	0	0	1	0	5	0	0	2
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_sp._228	2	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_sp._SY	2	0	4	15	2	0	0	0	2	3	1	1	0	63	5	7	0	0	25	26
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_sp._1011MAR3C25	2	1	1	3	0	10	1	0	1	1	0	25	2	0	3	2	0	0	2	7
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_sp._3058	2	3	0	0	0	2	0	0	0	0	2	4	0	0	0	0	0	0	5	2
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_sp._YJ057	3	1	1	1	0	3	0	5	1	0	0	0	0	1	1	0	0	3	0	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_sp._CFH_10530	3	2	10	3	4	1	0	0	1	5	2	2	0	0	4	2	0	1	8	3
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_solventivorans	67	2	4	4	7	3	1	0	3	9	4	3	3	7	0	2	1	3	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales	4067	1488	3872	6401	4396	5324	2097	911	2856	5337	2004	9379	2043	6553	3640	15838	1035	2374	7678	3482
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Mabikibacteraceae	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Mabikibacteraceae|g__Mabikibacter	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Mabikibacteraceae|g__Mabikibacter|s__Mabikibacter_ruber	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|s__Rhizobiales_bacterium_CCH11-D2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|s__Rhizobiales_bacterium_PAMC_29128	0	0	0	0	1	2	0	0	3	0	0	0	0	0	0	0	0	0	2	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|g__Candidatus_Hodgkinia	0	0	0	1	0	0	0	1	6	0	1	2	5	0	0	1	0	1	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|g__Candidatus_Hodgkinia|s__Candidatus_Hodgkinia_cicadicola	0	0	0	1	0	0	0	1	6	0	1	2	5	0	0	1	0	1	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|s__Rhizobiales_bacterium_GAS113	0	0	0	1	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|s__Rhizobiales_bacterium_GAS191	0	0	0	4	0	0	1	0	0	1	0	0	0	11	2	0	0	0	1	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|s__Rhizobiales_bacterium_CCH3-A5	0	0	1	6	1	2	1	1	3	57	0	0	0	0	0	1	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|s__Rhizobiales_bacterium_CCH10-E5	0	0	1	1	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|s__Rhizobiales_bacterium_PAMC_29148	0	0	2	1	0	0	1	1	0	3	0	0	3	0	3	0	0	0	1	2
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|s__Rhizobiales_bacterium_CCH8-D1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Ancalomicrobiaceae	1	5	4	2	38	8	0	3	8	7	2	27	2	4	2	9	2	1	2	7
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Ancalomicrobiaceae|g__Siculibacillus	1	5	4	2	38	8	0	3	8	7	2	27	2	4	2	9	2	1	2	7
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Ancalomicrobiaceae|g__Siculibacillus|s__Siculibacillus_lacustris	1	5	4	2	38	8	0	3	8	7	2	27	2	4	2	9	2	1	2	7
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Roseiarcaceae	4	5	2	4	8	2	0	0	2	1	0	3	1	1	1	3	0	0	1	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Roseiarcaceae|g__Roseiarcus	4	5	2	4	8	2	0	0	2	1	0	3	1	1	1	3	0	0	1	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Roseiarcaceae|g__Roseiarcus|s__Roseiarcus_fermentans	4	5	2	4	8	2	0	0	2	1	0	3	1	1	1	3	0	0	1	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Notoacmeibacteraceae	4	0	1	0	1	0	1	0	0	5	0	0	1	0	1	0	0	1	11	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Notoacmeibacteraceae|g__Notoacmeibacter	4	0	1	0	1	0	1	0	0	5	0	0	1	0	1	0	0	1	11	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Notoacmeibacteraceae|g__Notoacmeibacter|s__Notoacmeibacter_marinus	4	0	1	0	1	0	1	0	0	5	0	0	1	0	1	0	0	1	11	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Chelatococcaceae	13	5	16	45	8	23	11	4	35	7	35	90	7	10	31	21	1	10	13	10
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Chelatococcaceae|g__Camelimonas	3	0	1	5	1	2	0	2	8	2	1	24	0	5	0	0	0	1	1	6
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Chelatococcaceae|g__Camelimonas|s__Camelimonas_lactis	3	0	1	5	1	2	0	2	8	2	1	24	0	5	0	0	0	1	1	6
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Chelatococcaceae|g__Chelatococcus	10	5	15	40	7	21	11	2	27	5	34	66	7	5	31	21	1	9	12	4
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Chelatococcaceae|g__Chelatococcus|s__Chelatococcus_daeguensis	0	0	0	0	1	0	1	0	2	0	0	0	0	1	0	2	0	0	1	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Chelatococcaceae|g__Chelatococcus|s__Chelatococcus_asaccharovorans	4	2	1	18	2	1	8	0	10	1	9	19	3	4	2	3	1	4	6	3
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Chelatococcaceae|g__Chelatococcus|s__Chelatococcus_sambhunathii	6	0	0	0	0	10	0	0	0	3	0	1	2	0	4	0	0	1	1	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Salinarimonadaceae	18	11	9	34	25	41	11	1	10	6	28	106	0	27	11	11	2	10	139	4
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Salinarimonadaceae|s__Salinarimonadaceae_bacterium_HL-109	0	0	2	2	1	2	0	0	2	2	0	0	0	0	0	0	0	0	2	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Salinarimonadaceae|g__Salinarimonas	18	11	7	32	24	39	11	1	8	4	28	106	0	27	11	11	2	10	137	4
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Salinarimonadaceae|g__Salinarimonas|s__Salinarimonas_sp._BN140002	6	3	4	8	17	10	7	1	4	0	0	12	0	3	3	1	0	10	20	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Salinarimonadaceae|g__Salinarimonas|s__Salinarimonas_rosea	12	8	3	24	7	29	4	0	4	4	28	94	0	24	8	10	2	0	117	3
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae	24	12	88	98	47	89	10	7	23	148	6	111	13	94	11	21	7	24	119	17
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae|g__Parvibaculum	0	0	0	2	2	39	0	0	1	1	2	2	2	0	0	4	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae|g__Parvibaculum|s__Parvibaculum_lavamentivorans	0	0	0	2	2	39	0	0	1	1	2	2	2	0	0	4	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae|g__Tepidicaulis	0	0	0	3	1	5	0	0	1	0	0	7	0	1	0	0	0	3	2	3
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae|g__Tepidicaulis|s__Tepidicaulis_marinus	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae|g__Tepidicaulis|s__Tepidicaulis_sp._EA10	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae|g__Roseospirillum	0	1	10	3	2	13	0	1	4	3	1	10	0	0	2	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae|g__Roseospirillum|s__Roseospirillum_parvum	0	1	10	3	2	13	0	1	4	3	1	10	0	0	2	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae|g__Amorphus	1	0	0	34	2	1	0	0	0	1	0	3	1	5	1	0	0	0	14	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae|g__Amorphus|s__Amorphus_coralli	1	0	0	34	2	1	0	0	0	1	0	3	1	5	1	0	0	0	14	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae|g__Tepidamorphus	1	1	27	16	2	0	1	0	3	13	0	1	1	0	3	0	2	2	3	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae|g__Tepidamorphus|s__Tepidamorphus_gemmatus	1	1	27	16	2	0	1	0	3	13	0	1	1	0	3	0	2	2	3	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae|g__Rhodobium	1	0	8	9	5	4	0	0	0	104	0	14	2	1	0	4	1	3	0	3
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae|g__Rhodobium|s__Rhodobium_orientis	1	0	8	9	5	4	0	0	0	104	0	14	2	1	0	4	1	3	0	3
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae|g__Lutibaculum	3	0	11	2	8	9	5	2	2	11	0	4	1	10	2	1	0	9	8	4
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae|g__Lutibaculum|s__Lutibaculum_baratangense	3	0	11	2	8	9	5	2	2	11	0	4	1	10	2	1	0	9	8	4
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae|g__Afifella	4	2	20	14	12	5	1	0	4	1	1	1	3	26	0	9	1	4	5	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae|g__Afifella|s__Afifella_marina	1	0	0	12	5	0	1	0	1	0	0	0	3	25	0	3	0	2	3	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae|g__Afifella|s__Afifella_pfennigii	1	2	1	2	4	2	0	0	3	0	0	0	0	1	0	6	0	1	2	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae|g__Afifella|s__Afifella_aestuarii	2	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae|g__Candidatus_Phaeomarinobacter	4	0	10	2	11	7	0	0	0	8	0	0	1	39	3	0	1	2	39	4
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae|g__Candidatus_Phaeomarinobacter|s__Candidatus_Phaeomarinobacter_ectocarpi	4	0	10	2	11	7	0	0	0	8	0	0	1	39	3	0	1	2	39	4
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae|g__Rhodoligotrophos	5	8	2	13	0	5	3	4	8	5	1	69	2	12	0	3	1	1	48	2
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae|g__Rhodoligotrophos|s__Rhodoligotrophos_appendicifer	5	8	2	13	0	5	3	4	8	5	1	69	2	12	0	3	1	1	48	2
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae|s__Rhodobiaceae_bacterium	5	0	0	0	2	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0
