Proteins	log fold change (HunterGatherer - JAE)	se	ci.lo.adj	ci.up.adj	p.val	q.val	diff.abn	structural.zero (HunterGatherer)	structural.zero (JAE)	star_up	star_down	L2	L3
GTP-binding and nucleic acid-binding protein YchF	-0.154008212100502	0.0434140323804577	-0.326426018042827	0.0184095938418236	0.002	0.00421276595744681	TRUE	0	0	""	**	Miscellaneous	YebC
ATP synthase F0 sector subunit c	-0.0265701396476086	0.0670989739130961	-0.293052132421103	0.239911853125885	0	0	TRUE	0	0	""	***	Mitochondrial electron transport system in plants	F0F1-type ATP synthase in plants (mitochondrial)
Nitrate reductase cytochrome c550-type subunit	-0.0886134883474727	0.599755669543958	-2.47052898834115	2.2933020116462	0.743	0.769540298507463	FALSE	0	0	""	""	Nitrogen Metabolism	Nitrate and nitrite ammonification
Respiratory nitrate reductase alpha chain (EC 1.7.99.4)	-0.00639758011887359	0.111821391965206	-0.45049360167932	0.437698441441573	1	1	FALSE	0	0	""	""	Nitrogen Metabolism	Nitrate and nitrite ammonification
Phosphoribosylaminoimidazole carboxylase catalytic subunit (EC 4.1.1.21)	-0.293713947892798	0.0619606053624174	-0.539789031124531	-0.0476388646610643	0	0	TRUE	0	0	""	***	Nucleosides and Nucleotides	De Novo Purine Biosynthesis
Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6)	-0.193014593980378	0.0841666488841512	-0.527280455463813	0.141251267503057	0.004	0.00796551724137931	TRUE	0	0	""	**	Nucleosides and Nucleotides	De Novo Purine Biosynthesis
Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)	-0.124285398801911	0.101142403197071	-0.525970068268895	0.277399270665073	0.322	0.370674418604651	FALSE	0	0	""	""	Nucleosides and Nucleotides	De Novo Purine Biosynthesis
Uracil permease	-0.408981158166875	0.110153767819048	-0.846454249751655	0.028491933417905	0	0	TRUE	0	0	""	***	Nucleosides and Nucleotides	De Novo Pyrimidine Synthesis
Uracil phosphoribosyltransferase (EC 2.4.2.9)	-0.112876353442203	0.0434990563200076	-0.285631829955677	0.0598791230712704	0.01	0.018	TRUE	0	0	""	*	Nucleosides and Nucleotides	De Novo Pyrimidine Synthesis
Nucleoside diphosphate kinase (EC 2.7.4.6)	-0.183963125828175	0.0676713634798876	-0.452718350269845	0.0847920986134949	0	0	TRUE	0	0	""	***	Nucleosides and Nucleotides	Purine conversions
Polyphosphate kinase (EC 2.7.4.1)	-0.0258184430519037	0.0659090257318361	-0.287574584681235	0.235937698577428	0.501	0.543338028169014	FALSE	0	0	""	""	Nucleosides and Nucleotides	Purine conversions
Xanthine-guanine phosphoribosyltransferase (EC 2.4.2.22)	-0.304923402114597	0.12108191043424	-0.785797354421646	0.175950550192451	0	0	TRUE	0	0	""	***	Nucleosides and Nucleotides	Purine conversions
Xanthine permease	-0.259063174646124	0.0874419423398073	-0.606336786860764	0.0882104375685169	0.003	0.00611470588235294	TRUE	0	0	""	**	Nucleosides and Nucleotides	Purine Utilization
Deoxycytidine triphosphate deaminase (EC 3.5.4.13)	-0.269255225870412	0.0585917666899874	-0.50195104574822	-0.0365594059926053	0	0	TRUE	0	0	""	***	Nucleosides and Nucleotides	pyrimidine conversions
Phosphate starvation-inducible protein PhoH, predicted ATPase	-0.07446665669897	0.0361518384383183	-0.21804283063489	0.0691095172369501	0.013	0.0225789473684211	TRUE	0	0	""	*	Phages, Prophages, Transposable elements	Phage cyanophage
SSU ribosomal protein S18p	-0.0398234932003279	0.0629873976566342	-0.289976457817874	0.210329471417219	0.161	0.202125	FALSE	0	0	""	""	Phages, Prophages, Transposable elements, Plasmids	Staphylococcal pathogenicity islands SaPI
Phosphate regulon transcriptional regulatory protein PhoB (SphR)	-0.0473563491587861	0.105767419905966	-0.467409163432175	0.372696465114603	0.806	0.82383185840708	FALSE	0	0	""	""	Phosphorus Metabolism	High affinity phosphate transporter and control of PHO regulon
Phosphate transport system regulatory protein PhoU	-0.212327261019378	0.142791289565143	-0.779419500660761	0.354764978622006	0.113	0.1483125	FALSE	0	0	""	""	Phosphorus Metabolism	High affinity phosphate transporter and control of PHO regulon
Exopolyphosphatase (EC 3.6.1.11)	-0.208117470122376	0.132007210484308	-0.732380993971327	0.316146053726575	0.002	0.00421276595744681	TRUE	0	0	""	**	Phosphorus Metabolism	Phosphate metabolism
Metal-dependent hydrolase YbeY, involved in rRNA and/or ribosome maturation and assembly	-0.0316846792602066	0.0532349727506041	-0.243106118315251	0.179736759794837	0	0	TRUE	0	0	""	***	Phosphorus Metabolism	Phosphate metabolism
Potassium uptake protein TrkH	-0.0110369945687196	0.102080867751764	-0.416448753886672	0.394374764749233	0.064	0.088704	FALSE	0	0	""	""	Potassium metabolism	Potassium homeostasis
Ribonuclease P protein component (EC 3.1.26.5)	-0.0244613476746203	0.0795518348576914	-0.340399584064371	0.291476888715131	0.558	0.595830508474576	FALSE	0	0	""	""	Predictions based on plant-prokaryote comparative analysis	At1g14345
Aspartyl-tRNA(Asn) amidotransferase subunit A (EC 6.3.5.6)	-0.162351334499268	0.0642980228175998	-0.417709416040444	0.0930067470419068	0.008	0.0148632707774799	TRUE	0	0	""	*	Predictions based on plant-prokaryote comparative analysis	At3g21300
Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.6)	-0.143632132508387	0.0606215348440736	-0.384389128750375	0.0971248637336013	0.027	0.0434129930394432	TRUE	0	0	""	*	Predictions based on plant-prokaryote comparative analysis	At3g21300
Aspartyl-tRNA(Asn) amidotransferase subunit C (EC 6.3.5.6)	-0.340692623373568	0.0648174335261838	-0.598113532296733	-0.0832717144504026	0	0	TRUE	0	0	""	***	Predictions based on plant-prokaryote comparative analysis	At3g21300
Aspartyl-tRNA synthetase (EC 6.1.1.12)	-0.233975990692869	0.0442501578792919	-0.409714449338866	-0.0582375320468725	0	0	TRUE	0	0	""	***	Protein Metabolism	EC 6.1.1.- Ligases forming aminoacyl-tRNA and related compounds
Glycyl-tRNA synthetase alpha chain (EC 6.1.1.14)	-0.101105584047579	0.137124132775705	-0.645690844125232	0.443479676030075	0.107	0.140971482889734	FALSE	0	0	""	""	Protein Metabolism	EC 6.1.1.- Ligases forming aminoacyl-tRNA and related compounds
Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)	-0.0349117842853204	0.0594787332537625	-0.271130170957433	0.201306602386792	0.006	0.0112989130434783	TRUE	0	0	""	*	Protein Metabolism	EC 6.1.1.- Ligases forming aminoacyl-tRNA and related compounds
Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20)	-0.0174408960324044	0.0591993562425639	-0.252549743491954	0.217667951427145	0.787	0.809185459940653	FALSE	0	0	""	""	Protein Metabolism	EC 6.1.1.- Ligases forming aminoacyl-tRNA and related compounds
Tyrosyl-tRNA synthetase (EC 6.1.1.1)	-0.0187267193132765	0.0605653796190333	-0.259260696403097	0.221807257776544	0.135	0.173571428571429	FALSE	0	0	""	""	Protein Metabolism	EC 6.1.1.- Ligases forming aminoacyl-tRNA and related compounds
Heat shock protein 60 family co-chaperone GroES	-0.0195093174663947	0.0449828905952185	-0.198157806816636	0.159139171883847	0.428	0.4745664	FALSE	0	0	""	""	Protein Metabolism	GroEL GroES
Heat shock protein GrpE	-0.0154176134252255	0.0534805364883249	-0.227814303074496	0.196979076224045	0.934	0.939422351233672	FALSE	0	0	""	""	Protein Metabolism	Protein chaperones
ATP-dependent Clp protease ATP-binding subunit ClpA	-0.357462308162276	0.116095623483257	-0.818533339414834	0.103608723090282	0.003	0.00611470588235294	TRUE	0	0	""	**	Protein Metabolism	Proteolysis in bacteria, ATP-dependent
Outer membrane stress sensor protease DegQ, serine protease	-0.0340492008511761	0.335893937737056	-1.36804405455246	1.2999456528501	0.965	0.967395953757225	FALSE	0	0	""	""	Protein Metabolism	Proteolysis in bacteria, ATP-dependent
SSU ribosomal protein S12p (S23e)	-0.0540229207012528	0.0556026467778137	-0.274847521328127	0.166801679925621	0	0	TRUE	0	0	""	***	Protein Metabolism	Ribosomal protein S12p Asp methylthiotransferase
LSU ribosomal protein L31p	-0.173031037900491	0.0406636038059843	-0.334525581611473	-0.0115364941895088	0	0	TRUE	0	0	""	***	Protein Metabolism	Ribosomal proteins, zinc requirement
SSU ribosomal protein S14p (S29e)	-0.199018936199873	0.0568264243638709	-0.424703740654401	0.026665868254655	0	0	TRUE	0	0	""	***	Protein Metabolism	Ribosomal proteins, zinc requirement
LSU ribosomal protein L19p	-0.107663805327454	0.0461065407386521	-0.290774844727868	0.0754472340729598	0.009	0.0165437665782493	TRUE	0	0	""	*	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L22p (L17e)	-0.061050033766791	0.0481606664647907	-0.252318985054467	0.130218917520885	0.012	0.021	TRUE	0	0	""	*	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L29p (L35e)	-0.00850316780660343	0.0649336177796639	-0.266385499752964	0.249379164139757	0.004	0.00796551724137931	TRUE	0	0	""	**	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L35p	-0.233150910414119	0.052540715141549	-0.441815121744657	-0.0244866990835822	0	0	TRUE	0	0	""	***	Protein Metabolism	Ribosome LSU bacterial
SSU ribosomal protein S15p (S13e)	-0.0679873502990871	0.0401903263336034	-0.227602283687887	0.0916275830897131	0.11	0.144648956356736	FALSE	0	0	""	""	Protein Metabolism	Ribosome SSU bacterial
SSU ribosomal protein S2p (SAe)	-0.0278514466065953	0.061719357250947	-0.272968418651998	0.217265525438807	0.057	0.0807791411042945	FALSE	0	0	""	""	Protein Metabolism	Ribosome SSU bacterial
SSU ribosomal protein S3p (S3e)	-0.011090324634587	0.0492311129525404	-0.206610528908372	0.184429879639198	0	0	TRUE	0	0	""	***	Protein Metabolism	Ribosome SSU bacterial
SSU ribosomal protein S6p	-0.0638024212836683	0.041385735734254	-0.228164894920671	0.100560052353335	0.096	0.128184971098266	FALSE	0	0	""	""	Protein Metabolism	Ribosome SSU bacterial
Translation elongation factor Tu	-0.0163685621810874	0.0655367569590475	-0.27664624715699	0.243909122794815	0	0	TRUE	0	0	""	***	Protein Metabolism	Translation elongation factors bacterial
Translation initiation factor 1	-0.123270802368873	0.0621440884597765	-0.370074584395432	0.123532979657686	0	0	TRUE	0	0	""	***	Protein Metabolism	Translation initiation factors bacterial
Peptide deformylase (EC 3.5.1.88)	-0.101016828506888	0.0781041062828055	-0.411205444997378	0.209171787983603	0	0	TRUE	0	0	""	***	Protein Metabolism	Translation termination factors bacterial
GTPase and tRNA-U34 5-formylation enzyme TrmE	-0.0979337479545439	0.103866404957549	-0.510436726184204	0.314569230275116	0.278	0.324333333333333	FALSE	0	0	""	""	Protein Metabolism	Universal GTPases
Conserved protein YcjX with nucleoside triphosphate hydrolase domain	-0.240491136313197	0.372721069309856	-1.7207440747113	1.2397618020849	0.001	0.00225732899022801	TRUE	0	0	""	**	Regulation and Cell signaling	A conserved operon linked to TyrR and possibly involved in virulence
Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)	-0.057877353604658	0.0964972214590075	-0.441113793327361	0.325359086118046	0	0	TRUE	0	0	""	***	Respiration	Respiration / HGM
Functional role page for Chaperone protein TorD	-0.50158340852918	0	-0.50158340852918	-0.50158340852918	0	0	TRUE	1	0	""	***	Respiration	Respiration / HGM
NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3)	-0.0774404569093958	0.0760387066341959	-0.379426387395358	0.224545473576567	0.375	0.422560975609756	FALSE	0	0	""	""	Respiration	Respiratory Complex I
NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3)	-0.200311451289909	0.0690970281099235	-0.474728669194112	0.0741057666142946	0.001	0.00225732899022801	TRUE	0	0	""	**	Respiration	Respiratory Complex I
NADH-ubiquinone oxidoreductase chain E (EC 1.6.5.3)	-0.134034105163092	0.0972433661834528	-0.520233841065632	0.252165630739448	0	0	TRUE	0	0	""	***	Respiration	Respiratory Complex I
NADH-ubiquinone oxidoreductase chain G (EC 1.6.5.3)	-0.454790142318601	0.0735702595452399	-0.746972693394128	-0.162607591243073	0	0	TRUE	0	0	""	***	Respiration	Respiratory Complex I
NADH-ubiquinone oxidoreductase chain J (EC 1.6.5.3)	-0.0318959411524729	0.0705266095418175	-0.311990708005435	0.24819882570049	0.094	0.12648932038835	FALSE	0	0	""	""	Respiration	Respiratory Complex I
NADH-ubiquinone oxidoreductase chain K (EC 1.6.5.3)	-0.0763541865685689	0.0765654930488253	-0.380432236879169	0.227723863742031	0.002	0.00421276595744681	TRUE	0	0	""	**	Respiration	Respiratory Complex I
ATP-dependent RNA helicase RhlE	-0.350751086061031	0.0817295151424565	-0.675337928354344	-0.0261642437677178	0	0	TRUE	0	0	""	***	RNA Metabolism	ATP-dependent RNA helicases, bacterial
Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)	-0.0915233417835868	0.0371860112859989	-0.239206708799376	0.0561600252322024	0	0	TRUE	0	0	""	***	RNA Metabolism	Polyadenylation bacterial
Ribonuclease HI (EC 3.1.26.4)	-0.46457113049143	0.0768969940540051	-0.769965729227661	-0.159176531755198	0	0	TRUE	0	0	""	***	RNA Metabolism	Ribonuclease H
DNA-directed RNA polymerase omega subunit (EC 2.7.7.6)	-0.166321589598255	0.0559833982338448	-0.388658335655042	0.0560151564585331	0	0	TRUE	0	0	""	***	RNA Metabolism	RNA polymerase bacterial
Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-)	-0.1837800777234	0.0806177931131196	-0.503951742190423	0.136391586743624	0.043	0.0636730769230769	FALSE	0	0	""	""	RNA Metabolism	RNA processing and degradation, bacterial
Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.-)	-0.0762176690456	0.0554808910773381	-0.296558719778905	0.144123381687705	0.254	0.299867120954003	FALSE	0	0	""	""	RNA Metabolism	rRNA modification bacteria
Putative stomatin/prohibitin-family membrane protease subunit aq_911	-0.181266771342631	0.263359034479694	-1.22719096705309	0.864657424367828	0	0	TRUE	0	0	""	***	RNA Metabolism	RtcB RtcA
L-proline glycine betaine ABC transport system permease protein ProV (TC 3.A.1.12.1)	-0.0106667226656612	0.156822219260814	-0.633482468759018	0.612149023427696	0.951	0.955134782608696	FALSE	0	0	""	""	Stress Response	Choline and Betaine Uptake and Betaine Biosynthesis
Glutaredoxin 1	-0.372913753169363	0.45600287928143	-2.18391843617316	1.43809092983443	0.002	0.00421276595744681	TRUE	0	0	""	**	Stress Response	Glutaredoxins
Non-specific DNA-binding protein Dps	-0.00367353000345894	0.0727598682627405	-0.292637631208704	0.285290571201786	0.418	0.464966292134832	FALSE	0	0	""	""	Stress Response	Oxidative stress
Universal stress protein A	-0.195087042966759	0.560851601893942	-2.42249595560489	2.03232186967138	0.014	0.0240148514851485	TRUE	0	0	""	*	Stress Response	Universal stress protein family
Arsenical resistance operon trans-acting repressor ArsD	-0.467775212305915	0.540185110904203	-2.61310764327216	1.67755721866033	0.617	0.648833080424886	FALSE	0	0	""	""	Virulence	Arsenic resistance
Copper chaperone	-0.370427212310102	0.087759163204469	-0.718960659709017	-0.0218937649111879	0	0	TRUE	0	0	""	***	Virulence	Copper homeostasis
Inner membrane protein translocase component YidC, long form	-0.282510115637564	0.0720406126685885	-0.568617710209915	0.00359747893478757	0	0	TRUE	0	0	""	***	Virulence	Mycobacterium virulence operon involved in an unknown function with a Jag Protein and YidC and YidD
Streptothricin acetyltransferase, Streptomyces lavendulae type	-0.482726508114744	0.214084112851423	-1.33295651442872	0.367503498199228	0.012	0.021	TRUE	0	0	""	*	Virulence	Streptothricin resistance
