Proteins	log fold change (HunterGatherer - HMP)	se	ci.lo.adj	ci.up.adj	p.val	q.val	diff.abn	structural.zero (HMP)	structural.zero (HunterGatherer)	star_up	star_down	L2	L3
Potassium voltage-gated channel subfamily KQT	-0.147951099463072	0.0966598489119288	-0.531833410280471	0.235931211354326	0.138	0.1771	FALSE	0	0	""	""	Potassium metabolism	Potassium homeostasis
DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)	-0.0234923111434657	0.0298721047934274	-0.142128670978135	0.095144048691204	0	0	TRUE	0	0	""	***	Predictions based on plant-prokaryote comparative analysis	At2g23840
Aspartyl-tRNA(Asn) amidotransferase subunit A (EC 6.3.5.6)	-0.166693024023662	0.134619097058858	-0.70132959381793	0.367943545770606	0.008	0.0148632707774799	TRUE	0	0	""	*	Predictions based on plant-prokaryote comparative analysis	At3g21300
Aspartyl-tRNA(Asn) amidotransferase subunit C (EC 6.3.5.6)	-0.158062066172673	0.0793519597539129	-0.47320650330061	0.157082370955264	0	0	TRUE	0	0	""	***	Predictions based on plant-prokaryote comparative analysis	At3g21300
SSU ribosomal protein S20p	-0.0059773005663768	0.0324404150748783	-0.134813644125807	0.122859042993053	0.704	0.733642105263158	FALSE	0	0	""	""	Predictions based on plant-prokaryote comparative analysis	At4g10620 At3g57180 At3g47450
Aspartyl-tRNA synthetase (EC 6.1.1.12)	-0.0447494082456164	0.0334997922757715	-0.177793043379407	0.0882942268881744	0	0	TRUE	0	0	""	***	Protein Metabolism	EC 6.1.1.- Ligases forming aminoacyl-tRNA and related compounds
Tryptophanyl-tRNA synthetase (EC 6.1.1.2)	-0.00519393570929161	0.0305931124404655	-0.12669376041358	0.116305888994997	0.071	0.0972391304347826	FALSE	0	0	""	""	Protein Metabolism	EC 6.1.1.- Ligases forming aminoacyl-tRNA and related compounds
Tyrosyl-tRNA synthetase (EC 6.1.1.1)	-0.0847210205952198	0.0500815560035846	-0.283618739393685	0.114176698203246	0.135	0.173571428571429	FALSE	0	0	""	""	Protein Metabolism	EC 6.1.1.- Ligases forming aminoacyl-tRNA and related compounds
Translation elongation factor P	-0.0176953424960296	0.0320157214943753	-0.144845025514314	0.109454340522255	0.621	0.65205	FALSE	0	0	""	""	Protein Metabolism	Modification of eukaryotic initiation factor 5A
N-linked glycosylation glycosyltransferase PglG	-0.0555695457887659	0.264323116943461	-1.10532257227204	0.994183480694508	0.03	0.0475743707093822	TRUE	0	0	""	*	Protein Metabolism	N-linked Glycosylation in Bacteria
Copper-translocating P-type ATPase (EC 3.6.3.4)	-0.0898113564538292	0.0613913142049856	-0.333625513277102	0.154002800369443	0.124	0.159724907063197	FALSE	0	0	""	""	Protein Metabolism	Prolyl-tRNA synthetase associated editing enzymes
ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92)	-0.0228387683668032	0.038192747883574	-0.174520366042084	0.128842829308478	0.251	0.296831058020478	FALSE	0	0	""	""	Protein Metabolism	Proteasome bacterial
Heat shock protein GrpE	-0.0167930173637805	0.0565354807497817	-0.241322346115093	0.207736311387533	0.934	0.939422351233672	FALSE	0	0	""	""	Protein Metabolism	Protein chaperones
ATP-dependent Clp protease ATP-binding subunit ClpA	-0.113876549274245	0.0657425690777262	-0.374971612226649	0.147218513678159	0.003	0.00611470588235294	TRUE	0	0	""	**	Protein Metabolism	Proteolysis in bacteria, ATP-dependent
Outer membrane stress sensor protease DegQ, serine protease	-0.0472375080823682	0.206779654745421	-0.868458031259699	0.773983015094963	0.965	0.967395953757225	FALSE	0	0	""	""	Protein Metabolism	Proteolysis in bacteria, ATP-dependent
LSU ribosomal protein L31p	-0.147969358974958	0.0336680292704334	-0.281681143366199	-0.0142575745837168	0	0	TRUE	0	0	""	***	Protein Metabolism	Ribosomal proteins, zinc requirement
SSU ribosomal protein S14p (S29e)	-0.133144246071768	0.0373198707716807	-0.281359232878678	0.0150707407351423	0	0	TRUE	0	0	""	***	Protein Metabolism	Ribosomal proteins, zinc requirement
Ribosomal subunit interface protein	-0.0283024784674995	0.0745296407673611	-0.324295189445494	0.267690232510495	0.006	0.0112989130434783	TRUE	0	0	""	*	Protein Metabolism	Ribosome activity modulation
Ribosome hibernation protein YfiA	-0.579093322113132	0.255480229311537	-1.5937270288721	0.435540384645831	0.043	0.0636730769230769	FALSE	0	0	""	""	Protein Metabolism	Ribosome activity modulation
Ribonuclease E (EC 3.1.26.12)	-0.0585280546337277	0.133331614833187	-0.588051419126206	0.470995309858751	0.882	0.88840988372093	FALSE	0	0	""	""	Protein Metabolism	Ribosome biogenesis bacterial
Ribosomal large subunit pseudouridine synthase D (EC 4.2.1.70)	-0.0242631208177002	0.041354385155515	-0.188501086370454	0.139974844735054	0	0	TRUE	0	0	""	***	Protein Metabolism	Ribosome biogenesis bacterial
tRNA (Guanine37-N1) -methyltransferase (EC 2.1.1.31)	-0.163164901883162	0.0444107015528234	-0.33954095594314	0.0132111521768159	0	0	TRUE	0	0	""	***	Protein Metabolism	Ribosome biogenesis bacterial
LSU ribosomal protein L10p (P0)	-0.1296261042759	0.0295917369720085	-0.247148989918579	-0.0121032186332206	0	0	TRUE	0	0	""	***	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L13p (L13Ae)	-0.0493835045477757	0.029325391258284	-0.165848604468546	0.0670815953729949	0.069	0.0946871287128713	FALSE	0	0	""	""	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L15p (L27Ae)	-0.104986595516328	0.0270517135801676	-0.212421838149359	0.00244864711670247	0	0	TRUE	0	0	""	***	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L17p	-0.0954315372978023	0.0410660409384789	-0.258524350591447	0.0676612759958428	0	0	TRUE	0	0	""	***	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L18p (L5e)	-0.103622465727563	0.03735610505236	-0.251981356125825	0.0447364246706996	0.005	0.00954545454545455	TRUE	0	0	""	**	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L19p	-0.0594463673325594	0.0238683648992965	-0.154239015739483	0.035346281074364	0.009	0.0165437665782493	TRUE	0	0	""	*	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L22p (L17e)	-0.082693765092972	0.0344236219470284	-0.219406367983239	0.0540188377972954	0.012	0.021	TRUE	0	0	""	*	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L23p (L23Ae)	-0.115673773584237	0.0299921616952846	-0.234786936573818	0.00343938940534465	0	0	TRUE	0	0	""	***	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L24p (L26e)	-0.0582477720733703	0.0342918367654105	-0.194436993222197	0.0779414490754559	0	0	TRUE	0	0	""	***	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L25p	-0.0513362101169044	0.0770447356160118	-0.357317560983056	0.254645140749247	0.175	0.216949910554562	FALSE	0	0	""	""	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L29p (L35e)	-0.132524539820328	0.04194092708125	-0.299091942801105	0.0340428631604486	0.004	0.00796551724137931	TRUE	0	0	""	**	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L35p	-0.111356127922071	0.0361108158331745	-0.254769381548932	0.0320571257047899	0	0	TRUE	0	0	""	***	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L3p (L3e)	-0.0608325415645208	0.0390104317760708	-0.215761551538737	0.0940964684096959	0.16	0.201234119782214	FALSE	0	0	""	""	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L4p (L1e)	-0.0247558976324083	0.0269383098258916	-0.131740759929271	0.0822289646644548	0.008	0.0148632707774799	TRUE	0	0	""	*	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L5p (L11e)	-0.00185609457051861	0.02503543857074	-0.101283748545225	0.097571559404188	0	0	TRUE	0	0	""	***	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L6p (L9e)	-0.029132299323205	0.0302760674913339	-0.1493729874876	0.09110838884119	0	0	TRUE	0	0	""	***	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L7/L12 (P1/P2)	-0.028641869250194	0.0285976165953923	-0.142216629257442	0.084932890757054	0.068	0.0935	FALSE	0	0	""	""	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L9p	-0.11274075997324	0.0281328446852275	-0.224469689298096	-0.00101183064838488	0	0	TRUE	0	0	""	***	Protein Metabolism	Ribosome LSU bacterial
SSU ribosomal protein S15p (S13e)	-0.0216667690487951	0.0295775592885624	-0.139133348355963	0.0957998102583726	0.11	0.144648956356736	FALSE	0	0	""	""	Protein Metabolism	Ribosome SSU bacterial
SSU ribosomal protein S16p	-0.0132970940251127	0.0382447082993439	-0.165185051266453	0.138590863216228	0	0	TRUE	0	0	""	***	Protein Metabolism	Ribosome SSU bacterial
SSU ribosomal protein S17p (S11e)	-0.065244310292683	0.0328487493962287	-0.195702343981267	0.0652137233959015	0	0	TRUE	0	0	""	***	Protein Metabolism	Ribosome SSU bacterial
SSU ribosomal protein S6p	-0.0577614721848381	0.0333350141484947	-0.190150694871442	0.0746277505017657	0.096	0.128184971098266	FALSE	0	0	""	""	Protein Metabolism	Ribosome SSU bacterial
SSU ribosomal protein S8p (S15Ae)	-0.118760880155878	0.0276745486782285	-0.228669697695068	-0.0088520626166874	0	0	TRUE	0	0	""	***	Protein Metabolism	Ribosome SSU bacterial
Signal peptidase I (EC 3.4.21.89)	-0.0666209018809791	0.0734598151725036	-0.358364825734345	0.225123021972387	0	0	TRUE	0	0	""	***	Protein Metabolism	Signal peptidase
Translation elongation factor Ts	-0.0248060558866072	0.0264801828810561	-0.129971477824202	0.0803593660509872	0.371	0.418734527687296	FALSE	0	0	""	""	Protein Metabolism	Translation elongation factors bacterial
Translation initiation factor 1	-0.114249919748002	0.0367530187765895	-0.260213667222174	0.03171382772617	0	0	TRUE	0	0	""	***	Protein Metabolism	Translation initiation factors bacterial
Peptide deformylase (EC 3.5.1.88)	-0.182943185830473	0.0457330597550187	-0.364570954310671	-0.00131541735027446	0	0	TRUE	0	0	""	***	Protein Metabolism	Translation termination factors bacterial
GTP-binding protein Era	-0.104915479668394	0.0341950275321108	-0.240720225229829	0.0308892658930409	0	0	TRUE	0	0	""	***	Protein Metabolism	Universal GTPases
GTP-binding protein HflX	-0.123530227709354	0.0557777059547129	-0.345050071729575	0.0979896163108663	0.007	0.0131463414634146	TRUE	0	0	""	*	Protein Metabolism	Universal GTPases
Ribosome small subunit-stimulated GTPase EngC	-0.0411659701901046	0.0477223076251649	-0.230693989682241	0.148362049302032	0.474	0.516481132075472	FALSE	0	0	""	""	Protein Metabolism	Universal GTPases
Conserved protein YcjX with nucleoside triphosphate hydrolase domain	-0.714512963336769	0.196798672927372	-1.49609425256464	0.0670683258911066	0.001	0.00225732899022801	TRUE	0	0	""	**	Regulation and Cell signaling	A conserved operon linked to TyrR and possibly involved in virulence
Membrane-associated zinc metalloprotease	-0.206262292843217	0.0618298483754934	-0.451818077784492	0.0392934920980583	0	0	TRUE	0	0	""	***	Regulation and Cell signaling	Sex pheromones in Enterococcus faecalis and other Firmicutes
Immunogenic secreted protein	-0.167926553287711	0.356947962897172	-1.58553697148089	1.24968386490547	0	0	TRUE	0	0	""	***	Regulation and Cell signaling	Streptococcal Mga Regulon
SMT0608 replicon stabilization toxin	-2.5978055681779	0	-2.5978055681779	-2.5978055681779	0	0	TRUE	0	0	""	***	Regulation and Cell signaling	Toxin-antitoxin replicon stabilization systems
Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)	-0.0456615518301886	0.082063438821945	-0.371574564143026	0.280251460482648	0.487	0.529813186813187	FALSE	0	0	""	""	Respiration	Respiration / HGM
Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)	-0.257729373480953	0.0751869605041079	-0.556332614294538	0.0408738673326313	0	0	TRUE	0	0	""	***	Respiration	Respiration / HGM
Functional role page for Chaperone protein TorD	-1.68808655083813	0	-1.68808655083813	-1.68808655083813	0	0	TRUE	0	1	""	***	Respiration	Respiration / HGM
DEAD-box ATP-dependent RNA helicase CshA (EC 3.6.4.13)	-0.0985743705521198	0.0474043096608384	-0.286839468626987	0.0896907275227476	0	0	TRUE	0	0	""	***	RNA Metabolism	ATP-dependent RNA helicases, bacterial
Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	-0.0199646059468606	0.0549442678689373	-0.238174470261006	0.198245258367285	0.851	0.863459736456808	FALSE	0	0	""	""	RNA Metabolism	Q RZ
Ribonuclease HI (EC 3.1.26.4)	-0.282365698481568	0.119601879423478	-0.75736174252693	0.192630345563794	0	0	TRUE	0	0	""	***	RNA Metabolism	Ribonuclease H
DNA-directed RNA polymerase omega subunit (EC 2.7.7.6)	-0.312329888090032	0.0788699187486423	-0.62555991073155	0.000900134551486798	0	0	TRUE	0	0	""	***	RNA Metabolism	RNA polymerase bacterial
Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-)	-0.122509400798629	0.0551533975787053	-0.341549818824062	0.0965310172268038	0.043	0.0636730769230769	FALSE	0	0	""	""	RNA Metabolism	RNA processing and degradation, bacterial
tRNA pseudouridine synthase A (EC 4.2.1.70)	-0.0735427686964609	0.0358983462309636	-0.216112204307949	0.0690266669150267	0.043	0.0636730769230769	FALSE	0	0	""	""	RNA Metabolism	RNA pseudouridine syntheses
Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.-)	-0.0237173486735598	0.053905413690263	-0.237801428112175	0.190366730765056	0.254	0.299867120954003	FALSE	0	0	""	""	RNA Metabolism	rRNA modification bacteria
Putative stomatin/prohibitin-family membrane protease subunit aq_911	-0.505882127261283	0.133139123034365	-1.03464101511349	0.0228767605909257	0	0	TRUE	0	0	""	***	RNA Metabolism	RtcB RtcA
TsaC protein (YrdC domain) required for threonylcarbamoyladenosine t(6)A37 modification in tRNA	-0.166035405758835	0.0500741448439016	-0.364903691311367	0.0328328797936966	0.001	0.00225732899022801	TRUE	0	0	""	**	RNA Metabolism	t(6)A synthesis in Archaea and Eukaryotes
Transcription antitermination protein NusG	-0.0214741907326559	0.0308609530951205	-0.14403773828151	0.101089356816198	0	0	TRUE	0	0	""	***	RNA Metabolism	Transcription factors bacterial
Transcription elongation factor GreA	-0.0727911258871803	0.0334161784469425	-0.205502690671302	0.059920438896941	0.021	0.0343231132075472	TRUE	0	0	""	*	RNA Metabolism	Transcription factors bacterial
Transcription termination protein NusB	-0.0799150897291678	0.0445309244161906	-0.256768606056281	0.0969384265979457	0	0	TRUE	0	0	""	***	RNA Metabolism	Transcription factors bacterial
Ribonuclease Z (EC 3.1.26.11)	-0.0740572952635068	0.0660822318083958	-0.33650132074188	0.188386730214866	0	0	TRUE	0	0	""	***	RNA Metabolism	tRNA processing
Glutaredoxin 1	-0.844417357329154	0.256890350573883	-1.86465132743237	0.175816612774058	0.002	0.00421276595744681	TRUE	0	0	""	**	Stress Response	Glutaredoxins
Non-specific DNA-binding protein Dps	-0.0684028653313602	0.0611407892415335	-0.311222068169395	0.174416337506674	0.418	0.464966292134832	FALSE	0	0	""	""	Stress Response	Oxidative stress
Universal stress protein A	-0.640088694127532	0.218252974681046	-1.50687523690053	0.226697848645467	0.014	0.0240148514851485	TRUE	0	0	""	*	Stress Response	Universal stress protein family
Copper chaperone	-0.107992227923086	0.0938072692056207	-0.480545585697674	0.264561129851502	0	0	TRUE	0	0	""	***	Virulence	Copper homeostasis
PF00070 family, FAD-dependent NAD(P)-disulphide oxidoreductase	-0.0993749393730878	0.080944461791448	-0.420843960793593	0.222094082047418	0.399	0.445979032258065	FALSE	0	0	""	""	Virulence	Mercuric reductase
Inner membrane protein translocase component YidC, long form	-0.452982321243592	0.0553296648271699	-0.672722780490108	-0.233241861997076	0	0	TRUE	0	0	""	***	Virulence	Mycobacterium virulence operon involved in an unknown function with a Jag Protein and YidC and YidD
internalin, putative (LPXTG motif)	-1.82680790932539	0	-1.82680790932539	-1.82680790932539	0	0	TRUE	0	0	""	***	Virulence, Disease and Defense	Listeria surface proteins: Internalin-like proteins
Hyaluronate lyase precursor (EC 4.2.2.1)	-0.82460515354212	0.411967931318715	-2.46072607900918	0.811515771924944	0	0	TRUE	0	0	""	***	Virulence, Disease and Defense	Streptococcus pyogenes Virulome
Cell division transporter, ATP-binding protein FtsE (TC 3.A.5.1.1)	-0.0201558065416654	0.0464929296944873	-0.204801380569539	0.164489767486208	0.86	0.871315789473684	FALSE	0	0	""	""	Unclassified	Family 02 Ca2+ P-type ATPase
